Customer_ID,Name,Email,Join_Date,Location,Membership_Level
3365,David,user3365@example.com,2023-09-09,Houston,Standard
3366,Bob,user3366@example.com,2024-12-08,Miami,Gold
3367,Emma,user3367@example.com,2023-02-24,New York,Silver
3368,Olivia,user3368@example.com,2022-12-15,Miami,Standard
3369,Alice,user3369@example.com,2023-09-12,Los Angeles,Standard
3370,Emma,user3370@example.com,2024-11-26,Los Angeles,Silver
3371,Olivia,user3371@example.com,2023-08-05,New York,Standard
3372,Alice,user3372@example.com,2023-08-13,Miami,Silver
3373,Olivia,user3373@example.com,2023-01-19,Los Angeles,Silver
3374,Mason,user3374@example.com,2024-07-30,Houston,Standard
3375,David,user3375@example.com,2023-03-18,Chicago,Silver
3376,Aiden,user3376@example.com,2025-02-04,Chicago,Gold
3377,Emma,user3377@example.com,2022-10-05,Los Angeles,Standard
3378,Emma,user3378@example.com,2025-01-02,Miami,Standard
3379,Sophia,user3379@example.com,2023-06-14,Los Angeles,Standard
3380,Liam,user3380@example.com,2024-03-24,Miami,Silver
3381,Mason,user3381@example.com,2022-10-16,Houston,Gold
3382,Mason,user3382@example.com,2023-11-21,Miami,Standard
3383,Bob,user3383@example.com,2023-04-11,Los Angeles,Standard
3384,Olivia,user3384@example.com,2023-12-08,Houston,Standard
3385,Liam,user3385@example.com,2022-12-26,New York,Silver
3386,David,user3386@example.com,2025-01-23,Chicago,Standard
3387,David,user3387@example.com,2024-04-12,Los Angeles,Gold
3388,Mason,user3388@example.com,2024-12-10,Los Angeles,Standard
3389,David,user3389@example.com,2023-04-29,Los Angeles,Silver
3390,Sophia,user3390@example.com,2024-01-01,Houston,Silver
3391,Emma,user3391@example.com,2023-07-07,New York,Silver
3392,Charlie,user3392@example.com,2024-06-22,Miami,Standard
3393,Aiden,user3393@example.com,2024-01-01,New York,Silver
3394,Bob,user3394@example.com,2023-05-18,Houston,Standard
3395,Olivia,user3395@example.com,2023-11-19,Los Angeles,Standard
3396,Aiden,user3396@example.com,2024-05-26,Chicago,Silver
3397,Olivia,user3397@example.com,2024-01-04,Los Angeles,Silver
3398,Alice,user3398@example.com,2023-09-30,Miami,Standard
3399,Aiden,user3399@example.com,2023-10-07,Chicago,Standard
3400,Charlie,user3400@example.com,2023-03-26,Los Angeles,Gold
3401,Mason,user3401@example.com,2024-07-16,Chicago,Gold
3402,Sophia,user3402@example.com,2023-10-20,New York,Standard
3403,Emma,user3403@example.com,2023-01-28,Houston,Silver
3404,Emma,user3404@example.com,2022-12-05,Los Angeles,Standard
3405,Sophia,user3405@example.com,2024-07-24,Miami,Silver
3406,Liam,user3406@example.com,2024-08-14,New York,Gold
3407,Alice,user3407@example.com,2022-12-27,Los Angeles,Standard
3408,Olivia,user3408@example.com,2024-03-08,New York,Silver
3409,Charlie,user3409@example.com,2022-07-31,Miami,Standard
3410,David,user3410@example.com,2024-03-24,Los Angeles,Silver
3411,Aiden,user3411@example.com,2023-05-08,Miami,Silver
3412,Alice,user3412@example.com,2024-12-17,Chicago,Gold
3413,Aiden,user3413@example.com,2024-02-14,Miami,Standard
3414,Charlie,user3414@example.com,2023-08-25,Chicago,Standard
3415,Bob,user3415@example.com,2023-09-14,Los Angeles,Standard
3416,Bob,user3416@example.com,2023-06-09,Chicago,Platinum
3417,Alice,user3417@example.com,2024-10-24,Los Angeles,Silver
3418,Mason,user3418@example.com,2024-11-29,Los Angeles,Silver
3419,Charlie,user3419@example.com,2024-03-05,Houston,Standard
3420,Charlie,user3420@example.com,2022-07-29,Los Angeles,Gold
3421,Sophia,user3421@example.com,2024-08-17,Chicago,Gold
3422,Mason,user3422@example.com,2024-05-15,Houston,Silver
3423,Olivia,user3423@example.com,2023-05-14,Houston,Standard
3424,Olivia,user3424@example.com,2023-07-16,Los Angeles,Standard
3425,David,user3425@example.com,2024-07-11,Miami,Silver
3426,Emma,user3426@example.com,2022-09-02,Miami,Silver
3427,Bob,user3427@example.com,2022-12-10,Houston,Standard
3428,Olivia,user3428@example.com,2025-01-04,Los Angeles,Silver
3429,Mason,user3429@example.com,2024-06-02,Miami,Standard
3430,Charlie,user3430@example.com,2023-08-06,Los Angeles,Silver
3431,Olivia,user3431@example.com,2024-09-14,Los Angeles,Silver
3432,Charlie,user3432@example.com,2022-09-09,Houston,Standard
3433,Olivia,user3433@example.com,2023-10-09,Houston,Silver
3434,Bob,user3434@example.com,2022-10-21,New York,Standard
3435,Aiden,user3435@example.com,2024-06-23,Miami,Standard
3436,Olivia,user3436@example.com,2022-12-12,Miami,Gold
3437,Mason,user3437@example.com,2023-03-28,Miami,Standard
3438,Olivia,user3438@example.com,2024-09-29,Chicago,Standard
3439,Emma,user3439@example.com,2024-03-11,Los Angeles,Standard
3440,Bob,user3440@example.com,2022-09-13,Houston,Standard
3441,Mason,user3441@example.com,2024-09-29,Miami,Standard
3442,Sophia,user3442@example.com,2023-08-02,New York,Standard
3443,Mason,user3443@example.com,2024-11-23,Miami,Silver
3444,Emma,user3444@example.com,2022-09-16,Los Angeles,Standard
3445,Aiden,user3445@example.com,2024-12-10,Los Angeles,Silver
3446,Bob,user3446@example.com,2023-09-23,Houston,Standard
3447,Sophia,user3447@example.com,2022-12-15,Chicago,Standard
3448,Emma,user3448@example.com,2024-07-22,Houston,Standard
3449,Emma,user3449@example.com,2024-11-07,Miami,Gold
3450,Alice,user3450@example.com,2023-09-04,New York,Silver
3451,Bob,user3451@example.com,2023-09-04,Houston,Silver
3452,Mason,user3452@example.com,2024-07-27,Chicago,Standard
3453,Charlie,user3453@example.com,2024-05-04,Houston,Gold
3454,Aiden,user3454@example.com,2022-10-12,Los Angeles,Standard
3455,Charlie,user3455@example.com,2023-09-13,Miami,Standard
3456,Mason,user3456@example.com,2022-10-02,Miami,Silver
3457,Mason,user3457@example.com,2024-06-17,Miami,Standard
3458,Bob,user3458@example.com,2023-11-29,Miami,Platinum
3459,Mason,user3459@example.com,2023-01-29,Miami,Standard
3460,Alice,user3460@example.com,2024-08-25,Miami,Platinum
3461,Sophia,user3461@example.com,2024-01-25,New York,Silver
3462,Mason,user3462@example.com,2024-09-30,Chicago,Silver
3463,Charlie,user3463@example.com,2025-01-03,Miami,Standard
3464,Mason,user3464@example.com,2024-12-30,Chicago,Standard
3465,Alice,user3465@example.com,2023-04-27,Miami,Gold
3466,Olivia,user3466@example.com,2024-04-25,Houston,Standard
3467,Olivia,user3467@example.com,2023-10-03,Miami,Silver
3468,Emma,user3468@example.com,2023-04-03,Los Angeles,Platinum
3469,Aiden,user3469@example.com,2024-03-10,New York,Standard
3470,David,user3470@example.com,2024-07-16,Houston,Silver
3471,Sophia,user3471@example.com,2024-08-05,Houston,Silver
3472,Liam,user3472@example.com,2024-04-20,Los Angeles,Standard
3473,Emma,user3473@example.com,2023-10-23,Miami,Standard
3474,Aiden,user3474@example.com,2024-10-07,New York,Standard
3475,Olivia,user3475@example.com,2024-08-06,Houston,Standard
3476,Charlie,user3476@example.com,2023-12-30,New York,Silver
3477,Liam,user3477@example.com,2024-11-02,Houston,Standard
3478,Aiden,user3478@example.com,2022-10-24,Miami,Platinum
3479,Aiden,user3479@example.com,2022-09-28,Houston,Standard
3480,Emma,user3480@example.com,2024-09-15,Houston,Silver
3481,Liam,user3481@example.com,2024-06-06,Chicago,Silver
3482,Bob,user3482@example.com,2024-01-21,Miami,Standard
3483,David,user3483@example.com,2024-09-07,Los Angeles,Standard
3484,Bob,user3484@example.com,2022-08-28,Los Angeles,Silver
3485,Liam,user3485@example.com,2025-02-18,Miami,Gold
3486,Bob,user3486@example.com,2024-03-27,Los Angeles,Standard
3487,Alice,user3487@example.com,2024-09-25,Miami,Standard
3488,Olivia,user3488@example.com,2024-03-17,Los Angeles,Standard
3489,Alice,user3489@example.com,2024-12-30,Chicago,Standard
3490,Mason,user3490@example.com,2025-02-08,Los Angeles,Silver
3491,Bob,user3491@example.com,2024-09-07,Houston,Gold
3492,Mason,user3492@example.com,2022-10-27,Miami,Standard
3493,Charlie,user3493@example.com,2022-12-09,New York,Platinum
3494,Sophia,user3494@example.com,2022-09-22,New York,Standard
3495,Charlie,user3495@example.com,2024-12-20,Miami,Silver
3496,Liam,user3496@example.com,2024-03-26,Chicago,Standard
3497,Aiden,user3497@example.com,2023-10-29,Los Angeles,Standard
3498,Olivia,user3498@example.com,2024-12-14,Chicago,Standard
3499,Bob,user3499@example.com,2023-06-24,New York,Standard
3500,Emma,user3500@example.com,2023-05-26,Miami,Silver
3501,Sophia,user3501@example.com,2024-06-09,Miami,Silver
3502,David,user3502@example.com,2022-09-03,Chicago,Standard
3503,David,user3503@example.com,2024-07-06,Chicago,Gold
3504,David,user3504@example.com,2023-06-22,Los Angeles,Standard
3505,Bob,user3505@example.com,2024-09-10,Houston,Silver
3506,David,user3506@example.com,2024-10-25,Houston,Standard
3507,Alice,user3507@example.com,2024-04-08,Los Angeles,Standard
3508,Sophia,user3508@example.com,2024-08-23,Houston,Standard
3509,Alice,user3509@example.com,2024-10-29,New York,Silver
3510,Aiden,user3510@example.com,2023-02-06,Houston,Silver
3511,Sophia,user3511@example.com,2023-12-04,Los Angeles,Standard
3512,Alice,user3512@example.com,2024-05-18,Houston,Standard
3513,Sophia,user3513@example.com,2024-01-08,Miami,Standard
3514,Aiden,user3514@example.com,2023-08-07,Chicago,Silver
3515,Mason,user3515@example.com,2024-01-24,New York,Silver
3516,Bob,user3516@example.com,2023-01-27,Miami,Standard
3517,Bob,user3517@example.com,2022-10-19,Miami,Standard
3518,David,user3518@example.com,2023-05-12,Los Angeles,Silver
3519,Charlie,user3519@example.com,2022-07-31,Chicago,Standard
3520,David,user3520@example.com,2022-10-04,Chicago,Standard
3521,Liam,user3521@example.com,2024-09-15,New York,Standard
3522,Alice,user3522@example.com,2024-03-18,Los Angeles,Standard
3523,Sophia,user3523@example.com,2023-12-27,New York,Silver
3524,Charlie,user3524@example.com,2022-07-24,Houston,Silver
3525,Aiden,user3525@example.com,2023-05-09,Miami,Standard
3526,Liam,user3526@example.com,2023-03-14,New York,Silver
3527,Aiden,user3527@example.com,2024-11-16,Miami,Standard
3528,Bob,user3528@example.com,2024-07-30,Los Angeles,Gold
3529,Bob,user3529@example.com,2023-12-02,Houston,Silver
3530,David,user3530@example.com,2023-09-24,Los Angeles,Silver
3531,Alice,user3531@example.com,2024-08-26,Houston,Standard
3532,Charlie,user3532@example.com,2023-03-06,Houston,Standard
3533,Olivia,user3533@example.com,2025-01-20,Miami,Standard
3534,Liam,user3534@example.com,2023-01-11,Los Angeles,Silver
3535,Liam,user3535@example.com,2024-01-06,Los Angeles,Standard
3536,David,user3536@example.com,2024-08-05,New York,Platinum
3537,Bob,user3537@example.com,2023-02-16,Los Angeles,Platinum
3538,David,user3538@example.com,2025-01-03,New York,Silver
3539,Sophia,user3539@example.com,2024-10-05,Chicago,Platinum
3540,Charlie,user3540@example.com,2024-05-18,Chicago,Standard
3541,Alice,user3541@example.com,2023-02-17,Chicago,Standard
3542,Mason,user3542@example.com,2023-02-14,Los Angeles,Standard
3543,Emma,user3543@example.com,2024-05-08,Los Angeles,Silver
3544,Emma,user3544@example.com,2024-01-27,New York,Standard
3545,David,user3545@example.com,2024-02-23,Houston,Platinum
3546,Sophia,user3546@example.com,2023-08-01,New York,Standard
3547,Charlie,user3547@example.com,2024-08-11,Chicago,Standard
3548,Olivia,user3548@example.com,2023-02-05,New York,Gold
3549,Emma,user3549@example.com,2022-07-30,Houston,Standard
3550,Charlie,user3550@example.com,2024-08-14,Los Angeles,Standard
3551,Alice,user3551@example.com,2023-07-06,New York,Silver
3552,Aiden,user3552@example.com,2022-09-06,Chicago,Standard
3553,Sophia,user3553@example.com,2023-12-27,Chicago,Standard
3554,Bob,user3554@example.com,2022-08-19,Los Angeles,Standard
3555,Charlie,user3555@example.com,2022-07-21,New York,Standard
3556,Alice,user3556@example.com,2024-08-06,Houston,Platinum
3557,Olivia,user3557@example.com,2024-08-04,Los Angeles,Gold
3558,Mason,user3558@example.com,2023-11-09,New York,Standard
3559,Bob,user3559@example.com,2023-06-04,Miami,Standard
3560,Mason,user3560@example.com,2024-03-14,Chicago,Standard
3561,Olivia,user3561@example.com,2023-06-27,Houston,Platinum
3562,Alice,user3562@example.com,2024-07-07,Houston,Standard
3563,Emma,user3563@example.com,2023-11-25,Houston,Standard
3564,Mason,user3564@example.com,2024-06-03,Chicago,Silver
3565,Bob,user3565@example.com,2025-01-08,New York,Platinum
3566,David,user3566@example.com,2024-08-27,Los Angeles,Standard
3567,Liam,user3567@example.com,2023-09-09,New York,Standard
3568,Charlie,user3568@example.com,2022-07-09,Los Angeles,Standard
3569,Emma,user3569@example.com,2024-03-09,Houston,Standard
3570,Mason,user3570@example.com,2023-01-31,New York,Silver
3571,Aiden,user3571@example.com,2023-06-08,Houston,Silver
3572,Charlie,user3572@example.com,2024-12-09,Miami,Silver
3573,David,user3573@example.com,2025-01-31,Houston,Standard
3574,Olivia,user3574@example.com,2024-12-19,Houston,Standard
3575,Liam,user3575@example.com,2025-01-27,Los Angeles,Standard
3576,Alice,user3576@example.com,2023-07-16,Miami,Standard
3577,David,user3577@example.com,2024-01-09,Houston,Silver
3578,David,user3578@example.com,2022-11-06,Houston,Standard
3579,Olivia,user3579@example.com,2024-01-29,Miami,Standard
3580,Sophia,user3580@example.com,2023-08-15,Miami,Standard
3581,Olivia,user3581@example.com,2023-11-11,New York,Standard
3582,Sophia,user3582@example.com,2024-08-05,Los Angeles,Standard
3583,Sophia,user3583@example.com,2024-02-21,Miami,Gold
3584,Emma,user3584@example.com,2022-10-23,Miami,Standard
3585,Emma,user3585@example.com,2023-08-01,Chicago,Silver
3586,Bob,user3586@example.com,2024-01-19,Miami,Standard
3587,Mason,user3587@example.com,2024-03-30,Los Angeles,Standard
3588,Mason,user3588@example.com,2024-06-24,Houston,Gold
3589,Alice,user3589@example.com,2024-03-16,Houston,Standard
3590,Mason,user3590@example.com,2024-06-13,Houston,Silver
3591,Emma,user3591@example.com,2022-10-14,Houston,Standard
3592,Bob,user3592@example.com,2024-07-10,Chicago,Silver
3593,Bob,user3593@example.com,2022-07-07,Miami,Silver
3594,Sophia,user3594@example.com,2024-04-20,Houston,Gold
3595,Olivia,user3595@example.com,2023-12-04,New York,Gold
3596,Alice,user3596@example.com,2024-01-19,Houston,Silver
3597,Sophia,user3597@example.com,2024-12-25,Miami,Standard
3598,Olivia,user3598@example.com,2022-12-07,Houston,Silver
3599,Mason,user3599@example.com,2024-01-21,Chicago,Silver
3600,Sophia,user3600@example.com,2024-09-09,Los Angeles,Standard
3601,Charlie,user3601@example.com,2024-07-03,Los Angeles,Standard
3602,Mason,user3602@example.com,2022-12-29,Miami,Gold
3603,Olivia,user3603@example.com,2024-08-20,Los Angeles,Standard
3604,Alice,user3604@example.com,2024-11-13,Los Angeles,Standard
3605,Olivia,user3605@example.com,2025-02-03,New York,Gold
3606,Sophia,user3606@example.com,2022-08-16,Miami,Standard
3607,Sophia,user3607@example.com,2022-12-18,Miami,Standard
3608,David,user3608@example.com,2024-09-23,Los Angeles,Silver
3609,Alice,user3609@example.com,2022-11-26,Los Angeles,Standard
3610,Aiden,user3610@example.com,2023-06-10,Los Angeles,Silver
3611,Mason,user3611@example.com,2023-11-01,Chicago,Standard
3612,Bob,user3612@example.com,2024-06-06,Houston,Standard
3613,Alice,user3613@example.com,2023-09-12,Chicago,Standard
3614,Bob,user3614@example.com,2023-07-24,Miami,Platinum
3615,Alice,user3615@example.com,2022-08-19,New York,Standard
3616,Alice,user3616@example.com,2023-05-12,Houston,Standard
3617,Olivia,user3617@example.com,2023-07-22,New York,Standard
3618,Alice,user3618@example.com,2023-05-25,Miami,Standard
3619,David,user3619@example.com,2022-07-22,Miami,Standard
3620,Aiden,user3620@example.com,2024-12-27,New York,Standard
3621,Sophia,user3621@example.com,2024-03-19,New York,Silver
3622,Liam,user3622@example.com,2024-08-09,New York,Standard
3623,Bob,user3623@example.com,2023-07-25,Miami,Silver
3624,Sophia,user3624@example.com,2022-09-09,Los Angeles,Silver
3625,Liam,user3625@example.com,2023-12-02,New York,Standard
3626,Aiden,user3626@example.com,2024-08-04,Houston,Standard
3627,Aiden,user3627@example.com,2023-08-11,Miami,Silver
3628,Bob,user3628@example.com,2023-05-09,Chicago,Silver
3629,Bob,user3629@example.com,2024-05-31,Chicago,Standard
3630,Aiden,user3630@example.com,2024-10-05,Houston,Gold
3631,Liam,user3631@example.com,2023-03-24,Los Angeles,Standard
3632,Alice,user3632@example.com,2024-10-27,New York,Standard
3633,Mason,user3633@example.com,2024-01-22,Miami,Standard
3634,Charlie,user3634@example.com,2022-07-15,New York,Gold
3635,Sophia,user3635@example.com,2023-11-26,Miami,Silver
3636,Olivia,user3636@example.com,2024-10-04,Chicago,Silver
3637,Sophia,user3637@example.com,2024-02-27,New York,Standard
3638,Olivia,user3638@example.com,2024-04-08,Houston,Standard
3639,Liam,user3639@example.com,2022-08-06,Los Angeles,Standard
3640,Olivia,user3640@example.com,2024-11-05,Houston,Gold
3641,Bob,user3641@example.com,2024-11-08,Los Angeles,Standard
3642,Mason,user3642@example.com,2024-01-23,New York,Standard
3643,Mason,user3643@example.com,2024-10-11,New York,Standard
3644,Bob,user3644@example.com,2022-10-01,Los Angeles,Gold
3645,David,user3645@example.com,2023-09-18,Chicago,Standard
3646,Liam,user3646@example.com,2024-10-16,Miami,Standard
3647,David,user3647@example.com,2023-11-12,Houston,Standard
3648,David,user3648@example.com,2024-04-03,Houston,Platinum
3649,Sophia,user3649@example.com,2023-11-28,Houston,Gold
3650,Aiden,user3650@example.com,2024-03-20,New York,Silver
3651,Sophia,user3651@example.com,2023-03-23,Houston,Standard
3652,Aiden,user3652@example.com,2024-07-11,Miami,Standard
3653,Charlie,user3653@example.com,2022-07-17,Miami,Gold
3654,Olivia,user3654@example.com,2023-09-16,Los Angeles,Standard
3655,Aiden,user3655@example.com,2023-03-19,New York,Standard
3656,Bob,user3656@example.com,2024-03-24,Miami,Standard
3657,Sophia,user3657@example.com,2023-04-25,Chicago,Gold
3658,Liam,user3658@example.com,2024-02-01,New York,Standard
3659,Olivia,user3659@example.com,2022-12-05,New York,Silver
3660,Charlie,user3660@example.com,2024-07-23,Miami,Gold
3661,Aiden,user3661@example.com,2024-01-23,Chicago,Standard
3662,Charlie,user3662@example.com,2024-01-27,Los Angeles,Standard
3663,Liam,user3663@example.com,2022-12-10,Miami,Platinum
3664,David,user3664@example.com,2024-09-03,Chicago,Platinum
3665,Mason,user3665@example.com,2023-02-10,New York,Gold
3666,Liam,user3666@example.com,2022-11-05,Chicago,Silver
3667,Emma,user3667@example.com,2022-12-08,New York,Standard
3668,Liam,user3668@example.com,2023-07-23,Miami,Gold
3669,Charlie,user3669@example.com,2024-10-31,Miami,Standard
3670,Bob,user3670@example.com,2023-08-26,Houston,Gold
3671,Sophia,user3671@example.com,2024-03-10,Houston,Gold
3672,Bob,user3672@example.com,2024-06-20,Houston,Silver
3673,Charlie,user3673@example.com,2024-01-14,Miami,Gold
3674,Sophia,user3674@example.com,2024-03-16,Los Angeles,Silver
3675,Emma,user3675@example.com,2023-09-01,Miami,Standard
3676,Mason,user3676@example.com,2022-12-22,Chicago,Silver
3677,Olivia,user3677@example.com,2024-04-08,Miami,Standard
3678,Charlie,user3678@example.com,2024-07-21,Miami,Silver
3679,Aiden,user3679@example.com,2024-08-11,New York,Standard
3680,Charlie,user3680@example.com,2025-01-16,New York,Standard
3681,Charlie,user3681@example.com,2024-06-10,New York,Gold
3682,Sophia,user3682@example.com,2023-05-02,Miami,Platinum
3683,Alice,user3683@example.com,2023-05-28,Los Angeles,Standard
3684,Liam,user3684@example.com,2023-05-14,Chicago,Silver
3685,Alice,user3685@example.com,2023-09-10,Chicago,Silver
3686,Emma,user3686@example.com,2023-07-16,Los Angeles,Platinum
3687,Aiden,user3687@example.com,2022-09-24,Los Angeles,Standard
3688,Mason,user3688@example.com,2023-04-09,Chicago,Silver
3689,David,user3689@example.com,2024-06-13,Houston,Gold
3690,Emma,user3690@example.com,2024-07-28,New York,Standard
3691,David,user3691@example.com,2023-05-05,New York,Gold
3692,David,user3692@example.com,2022-08-10,Chicago,Gold
3693,Mason,user3693@example.com,2023-10-25,Los Angeles,Gold
3694,Bob,user3694@example.com,2023-08-16,Houston,Standard
3695,Alice,user3695@example.com,2022-07-22,Chicago,Standard
3696,Charlie,user3696@example.com,2024-11-23,New York,Gold
3697,Olivia,user3697@example.com,2023-12-26,Miami,Standard
3698,David,user3698@example.com,2024-12-17,Los Angeles,Silver
3699,Aiden,user3699@example.com,2023-07-13,Miami,Standard
3700,Emma,user3700@example.com,2024-05-06,Chicago,Standard
3701,Bob,user3701@example.com,2024-02-14,New York,Standard
3702,David,user3702@example.com,2023-09-24,Houston,Silver
3703,Bob,user3703@example.com,2024-12-25,Miami,Standard
3704,Bob,user3704@example.com,2022-09-05,Houston,Silver
3705,David,user3705@example.com,2024-07-23,New York,Silver
3706,Sophia,user3706@example.com,2023-05-11,Miami,Silver
3707,Liam,user3707@example.com,2025-01-01,Houston,Silver
3708,Aiden,user3708@example.com,2023-09-03,Houston,Standard
3709,Charlie,user3709@example.com,2024-08-31,Miami,Standard
3710,Charlie,user3710@example.com,2022-09-23,New York,Standard
3711,Aiden,user3711@example.com,2024-07-17,Houston,Silver
3712,Sophia,user3712@example.com,2023-10-25,Chicago,Silver
3713,Charlie,user3713@example.com,2024-07-13,Miami,Standard
3714,Bob,user3714@example.com,2023-12-23,Los Angeles,Standard
3715,Mason,user3715@example.com,2023-06-04,Los Angeles,Silver
3716,Emma,user3716@example.com,2025-01-17,New York,Standard
3717,Alice,user3717@example.com,2023-04-30,Chicago,Gold
3718,Charlie,user3718@example.com,2024-09-04,Houston,Standard
3719,Aiden,user3719@example.com,2022-11-20,Los Angeles,Platinum
3720,Mason,user3720@example.com,2022-08-19,New York,Standard
3721,David,user3721@example.com,2024-12-11,Chicago,Standard
3722,Liam,user3722@example.com,2023-08-22,Chicago,Standard
3723,Aiden,user3723@example.com,2023-09-23,New York,Standard
3724,Bob,user3724@example.com,2024-01-10,New York,Standard
3725,Liam,user3725@example.com,2024-10-23,Houston,Standard
3726,Emma,user3726@example.com,2023-09-10,New York,Silver
3727,Emma,user3727@example.com,2023-01-09,Houston,Standard
3728,Sophia,user3728@example.com,2023-05-07,Houston,Silver
3729,Olivia,user3729@example.com,2023-04-11,Miami,Standard
3730,Sophia,user3730@example.com,2022-08-30,Chicago,Gold
3731,Mason,user3731@example.com,2024-01-06,Chicago,Silver
3732,Liam,user3732@example.com,2022-07-30,Chicago,Standard
3733,Olivia,user3733@example.com,2023-10-10,Miami,Standard
3734,David,user3734@example.com,2023-09-29,Houston,Standard
3735,Bob,user3735@example.com,2023-04-22,Houston,Standard
3736,Liam,user3736@example.com,2022-10-11,New York,Silver
3737,Sophia,user3737@example.com,2023-03-17,Miami,Silver
3738,Alice,user3738@example.com,2024-06-04,New York,Gold
3739,Olivia,user3739@example.com,2024-08-10,Miami,Silver
3740,Olivia,user3740@example.com,2024-03-07,New York,Platinum
3741,Bob,user3741@example.com,2023-10-18,Los Angeles,Gold
3742,Charlie,user3742@example.com,2024-05-30,Chicago,Gold
3743,Emma,user3743@example.com,2023-07-13,Chicago,Standard
3744,Emma,user3744@example.com,2024-04-12,Houston,Standard
3745,Alice,user3745@example.com,2024-04-17,Los Angeles,Standard
3746,Mason,user3746@example.com,2023-04-10,Chicago,Silver
3747,Mason,user3747@example.com,2024-03-21,Houston,Standard
3748,David,user3748@example.com,2022-07-10,Los Angeles,Standard
3749,Liam,user3749@example.com,2022-08-05,Chicago,Standard
3750,Aiden,user3750@example.com,2024-05-17,New York,Standard
3751,Charlie,user3751@example.com,2022-08-27,Miami,Silver
3752,Sophia,user3752@example.com,2025-02-04,Los Angeles,Standard
3753,Aiden,user3753@example.com,2022-09-20,Houston,Silver
3754,Aiden,user3754@example.com,2023-01-11,Los Angeles,Silver
3755,Olivia,user3755@example.com,2023-09-05,Houston,Standard
3756,Alice,user3756@example.com,2023-02-12,Los Angeles,Silver
3757,Emma,user3757@example.com,2023-09-17,Houston,Silver
3758,David,user3758@example.com,2024-03-15,Chicago,Standard
3759,Mason,user3759@example.com,2025-01-05,New York,Standard
3760,Alice,user3760@example.com,2023-01-14,Chicago,Standard
3761,Olivia,user3761@example.com,2023-12-31,New York,Silver
3762,Sophia,user3762@example.com,2024-04-02,Chicago,Silver
3763,David,user3763@example.com,2023-10-10,Chicago,Standard
3764,Olivia,user3764@example.com,2022-10-23,Los Angeles,Standard
3765,Emma,user3765@example.com,2022-12-11,Miami,Standard
3766,Emma,user3766@example.com,2024-07-11,Houston,Gold
3767,Emma,user3767@example.com,2024-11-22,Houston,Standard
3768,Alice,user3768@example.com,2022-09-30,Houston,Gold
3769,Alice,user3769@example.com,2024-10-27,New York,Standard
3770,Mason,user3770@example.com,2023-04-29,Houston,Silver
3771,Mason,user3771@example.com,2024-01-16,Houston,Silver
3772,Sophia,user3772@example.com,2023-10-15,Los Angeles,Silver
3773,David,user3773@example.com,2023-11-30,Chicago,Standard
3774,Bob,user3774@example.com,2024-04-01,Houston,Silver
3775,Bob,user3775@example.com,2022-07-07,Miami,Standard
3776,Olivia,user3776@example.com,2024-09-16,Houston,Standard
3777,Emma,user3777@example.com,2023-04-22,New York,Silver
3778,David,user3778@example.com,2023-05-08,New York,Gold
3779,Aiden,user3779@example.com,2024-12-09,New York,Silver
3780,Alice,user3780@example.com,2024-08-09,Houston,Standard
3781,Liam,user3781@example.com,2024-12-22,Los Angeles,Silver
3782,Charlie,user3782@example.com,2024-05-03,Miami,Silver
3783,Sophia,user3783@example.com,2023-03-24,Houston,Gold
3784,Emma,user3784@example.com,2024-06-10,Los Angeles,Gold
3785,Emma,user3785@example.com,2023-12-30,Los Angeles,Silver
3786,Emma,user3786@example.com,2025-02-04,Houston,Standard
3787,Alice,user3787@example.com,2023-06-10,Houston,Silver
3788,Alice,user3788@example.com,2024-09-02,Los Angeles,Silver
3789,Charlie,user3789@example.com,2024-03-14,Los Angeles,Platinum
3790,Aiden,user3790@example.com,2023-05-28,Los Angeles,Standard
3791,David,user3791@example.com,2023-07-22,Houston,Standard
3792,Emma,user3792@example.com,2024-08-05,Los Angeles,Standard
3793,Bob,user3793@example.com,2024-07-29,New York,Silver
3794,Mason,user3794@example.com,2022-08-26,Houston,Gold
3795,Bob,user3795@example.com,2023-04-07,New York,Standard
3796,Olivia,user3796@example.com,2025-02-19,Chicago,Silver
3797,Bob,user3797@example.com,2024-01-07,Houston,Silver
3798,Olivia,user3798@example.com,2024-09-25,Chicago,Silver
3799,Liam,user3799@example.com,2022-11-08,Los Angeles,Standard
3800,Mason,user3800@example.com,2024-06-13,Los Angeles,Gold
3801,Bob,user3801@example.com,2024-02-22,Miami,Standard
3802,Liam,user3802@example.com,2023-03-10,Los Angeles,Silver
3803,Sophia,user3803@example.com,2023-06-08,Chicago,Standard
3804,David,user3804@example.com,2024-01-17,Los Angeles,Standard
3805,Liam,user3805@example.com,2024-11-13,Houston,Gold
3806,David,user3806@example.com,2023-07-26,Los Angeles,Standard
3807,Bob,user3807@example.com,2023-06-10,Miami,Standard
3808,Aiden,user3808@example.com,2023-03-20,Los Angeles,Silver
3809,Liam,user3809@example.com,2023-11-16,Chicago,Silver
3810,Mason,user3810@example.com,2024-10-21,Chicago,Silver
3811,Bob,user3811@example.com,2023-06-11,Los Angeles,Standard
3812,Emma,user3812@example.com,2023-12-13,Chicago,Standard
3813,Alice,user3813@example.com,2022-12-02,Chicago,Standard
3814,Liam,user3814@example.com,2023-07-06,Miami,Standard
3815,Mason,user3815@example.com,2022-12-28,Houston,Gold
3816,Sophia,user3816@example.com,2024-08-07,Miami,Standard
