Employee_ID,Name,Age,Department,Salary ($),Join_Date,Performance_Score,Promoted,Work_Location,Employment_Type
11201,Olivia,63,Sales,124433,2023-12-16,9,No,Office,Part-time
11202,Sophia,46,IT,79777,2007-06-16,3,Yes,Remote,Contract
11203,Aiden,54,IT,135551,2016-12-08,4,No,Office,Full-time
11204,Liam,54,HR,99725,2005-11-12,1,No,Remote,Contract
11205,Emma,36,Finance,54720,2007-01-07,3,Yes,Office,Contract
11206,Aiden,37,HR,147231,2023-08-28,10,No,Hybrid,Contract
11207,Sophia,59,Finance,52028,2011-05-03,5,Yes,Hybrid,Part-time
11208,Emma,27,Finance,62413,2003-06-16,8,Yes,Office,Full-time
11209,Olivia,46,Engineering,169008,2003-07-05,1,No,Hybrid,Part-time
11210,Sophia,36,Engineering,142219,2011-12-11,1,No,Office,Contract
11211,Mason,25,Engineering,137268,2021-06-19,3,No,Remote,Contract
11212,Bob,25,Marketing,101094,2021-01-14,9,Yes,Remote,Part-time
11213,Olivia,51,HR,97367,2017-11-25,9,No,Remote,Contract
11214,Emma,55,Sales,147344,2010-08-28,1,No,Remote,Contract
11215,Liam,48,Finance,155800,2010-12-11,4,No,Office,Part-time
11216,Aiden,52,Finance,116736,2008-10-31,8,No,Hybrid,Full-time
11217,Alice,53,IT,194775,2020-04-08,2,Yes,Remote,Contract
11218,Aiden,60,Marketing,192468,2005-07-22,4,No,Hybrid,Contract
11219,Emma,30,Sales,100113,2022-01-19,7,No,Office,Full-time
11220,Aiden,62,Engineering,169505,2016-02-20,7,No,Hybrid,Part-time
11221,Bob,29,Finance,122355,2012-06-05,5,Yes,Hybrid,Part-time
11222,Sophia,35,IT,116998,2021-06-29,7,Yes,Hybrid,Contract
11223,Alice,54,HR,39343,2004-01-12,6,No,Office,Contract
11224,Charlie,44,Finance,127575,2023-10-30,2,No,Office,Part-time
11225,Emma,42,IT,183098,2008-04-11,9,No,Office,Contract
11226,David,33,HR,162622,2019-06-12,5,Yes,Hybrid,Part-time
11227,Charlie,23,Marketing,163673,2013-01-27,2,No,Remote,Part-time
11228,Aiden,34,Engineering,57187,2005-10-02,6,No,Remote,Part-time
11229,Emma,25,HR,90936,2010-01-26,10,No,Hybrid,Contract
11230,Mason,41,Finance,69644,2014-03-08,5,No,Remote,Part-time
11231,David,35,Sales,83705,2013-11-12,2,No,Remote,Full-time
11232,Alice,51,HR,128521,2006-09-22,10,No,Hybrid,Full-time
11233,Liam,50,Sales,92013,2015-01-16,10,Yes,Office,Part-time
11234,Mason,29,Sales,125318,2021-09-07,7,No,Remote,Full-time
11235,Charlie,33,HR,104545,2010-10-12,10,No,Office,Part-time
11236,Sophia,62,Marketing,78724,2019-06-08,2,No,Remote,Contract
11237,Bob,59,HR,46218,2011-01-15,7,No,Hybrid,Contract
11238,Liam,47,IT,181612,2010-02-09,6,No,Hybrid,Contract
11239,Mason,23,Engineering,31933,2022-06-06,4,No,Office,Part-time
11240,Sophia,61,Sales,30280,2019-05-17,4,No,Office,Part-time
11241,Sophia,35,Engineering,170555,2017-03-26,6,No,Office,Full-time
11242,Emma,27,Finance,199457,2018-06-07,9,No,Office,Full-time
11243,Mason,63,Sales,153607,2013-07-06,10,Yes,Hybrid,Contract
11244,Alice,61,Finance,32596,2015-03-20,6,No,Hybrid,Part-time
11245,Aiden,52,IT,68537,2012-06-28,6,No,Hybrid,Full-time
11246,David,38,IT,195209,2006-12-24,1,No,Office,Contract
11247,David,46,Engineering,167462,2023-03-16,5,Yes,Hybrid,Part-time
11248,Charlie,53,IT,126355,2015-02-01,1,No,Hybrid,Full-time
11249,Charlie,33,HR,70266,2010-10-20,9,No,Remote,Full-time
11250,David,34,Sales,32442,2013-08-09,10,Yes,Remote,Full-time
11251,Alice,40,Finance,33546,2009-01-03,4,No,Remote,Full-time
11252,Bob,46,Engineering,134036,2018-01-11,2,Yes,Office,Contract
11253,Olivia,52,Engineering,33711,2006-03-04,9,No,Office,Contract
11254,Aiden,58,IT,198917,2022-03-13,6,No,Hybrid,Full-time
11255,Bob,46,IT,61175,2007-03-13,10,No,Hybrid,Part-time
11256,Emma,37,Finance,150820,2021-02-14,3,Yes,Office,Part-time
11257,Olivia,59,Sales,56360,2014-10-19,2,No,Remote,Part-time
11258,Olivia,64,Sales,121815,2018-11-12,6,No,Hybrid,Contract
11259,Mason,44,Engineering,43703,2024-01-04,10,No,Remote,Part-time
11260,Alice,35,Finance,160352,2018-01-07,6,No,Hybrid,Part-time
11261,Alice,27,Engineering,129436,2010-03-23,9,No,Remote,Part-time
11262,Olivia,46,Marketing,44648,2003-05-08,5,No,Hybrid,Part-time
11263,Mason,44,Sales,174259,2004-07-17,9,No,Remote,Contract
11264,Aiden,64,Finance,122993,2013-10-06,5,No,Remote,Part-time
11265,Olivia,33,Finance,186670,2005-10-19,2,No,Office,Full-time
11266,Liam,34,Engineering,185825,2009-08-24,1,No,Hybrid,Contract
11267,Charlie,57,IT,186486,2018-02-28,9,No,Remote,Part-time
11268,Charlie,60,Finance,43223,2022-11-17,10,No,Office,Full-time
11269,Bob,55,Engineering,50562,2017-11-16,7,No,Hybrid,Contract
11270,Emma,27,HR,197909,2010-10-02,3,No,Office,Full-time
11271,Charlie,59,IT,112892,2005-02-12,6,No,Remote,Part-time
11272,Sophia,61,IT,70496,2008-06-16,10,No,Hybrid,Part-time
11273,Bob,29,Sales,160842,2021-05-04,4,No,Remote,Part-time
11274,Charlie,29,Marketing,74928,2015-12-16,9,Yes,Remote,Full-time
11275,Emma,61,Sales,153626,2022-09-18,2,No,Office,Contract
11276,Alice,54,HR,172338,2023-08-27,4,No,Remote,Full-time
11277,Alice,55,Engineering,163324,2004-04-02,1,Yes,Hybrid,Full-time
11278,Aiden,36,IT,76588,2015-01-14,7,No,Office,Full-time
11279,Olivia,57,IT,98275,2022-11-11,4,Yes,Remote,Part-time
11280,Liam,56,Finance,100252,2017-09-28,5,No,Remote,Full-time
11281,Alice,43,Marketing,113516,2003-09-28,1,No,Remote,Full-time
11282,Mason,44,Marketing,58453,2024-01-05,2,No,Office,Full-time
11283,Charlie,61,Finance,106919,2012-09-29,4,No,Hybrid,Contract
11284,Mason,43,HR,116833,2018-01-07,2,No,Office,Full-time
11285,Emma,26,Marketing,120390,2018-07-04,1,No,Remote,Full-time
11286,Alice,52,IT,169383,2020-09-08,10,No,Office,Part-time
11287,Liam,34,HR,117946,2003-10-25,1,No,Remote,Full-time
11288,Emma,49,Sales,69233,2004-09-20,6,No,Office,Full-time
11289,Sophia,41,Sales,142731,2017-01-02,2,No,Remote,Part-time
11290,Sophia,54,HR,165543,2007-07-04,3,Yes,Office,Full-time
11291,Mason,37,IT,84293,2019-07-08,5,No,Remote,Full-time
11292,Olivia,50,Sales,139702,2008-09-21,3,No,Remote,Contract
11293,Bob,44,Engineering,54979,2014-02-26,6,No,Office,Contract
11294,Olivia,45,IT,88127,2007-03-11,7,Yes,Office,Full-time
11295,Aiden,55,Finance,184568,2005-08-04,10,Yes,Remote,Contract
11296,Olivia,28,Marketing,184922,2006-08-25,6,No,Hybrid,Full-time
11297,Aiden,59,HR,127805,2018-02-11,2,No,Remote,Contract
11298,Aiden,58,Marketing,149399,2022-09-11,9,No,Remote,Full-time
11299,Liam,25,Finance,175182,2011-06-23,2,No,Hybrid,Contract
11300,Alice,55,Sales,192954,2010-08-21,6,No,Remote,Full-time
11301,Liam,63,Engineering,113280,2013-07-27,9,No,Office,Part-time
11302,Aiden,43,IT,125467,2004-03-13,9,No,Office,Part-time
11303,Emma,26,IT,100659,2023-08-27,2,No,Hybrid,Full-time
11304,Sophia,63,Finance,42236,2022-03-09,9,No,Remote,Contract
11305,Aiden,44,HR,101876,2020-10-27,8,No,Office,Part-time
11306,Liam,36,Marketing,164406,2009-05-09,7,No,Remote,Contract
11307,Emma,52,Engineering,166830,2019-05-24,8,No,Hybrid,Contract
11308,Liam,30,Sales,181704,2013-05-26,10,No,Office,Part-time
11309,Olivia,64,HR,38749,2023-07-20,8,No,Hybrid,Part-time
11310,Charlie,46,Engineering,119616,2017-08-13,1,No,Remote,Contract
11311,Mason,46,Engineering,48262,2016-01-12,9,No,Remote,Full-time
11312,Bob,42,Finance,64126,2010-03-07,6,No,Remote,Part-time
11313,Liam,30,Finance,183036,2003-07-23,1,No,Hybrid,Full-time
11314,Bob,59,IT,114454,2010-02-23,1,No,Office,Full-time
11315,David,43,Sales,158952,2011-08-06,7,No,Hybrid,Part-time
11316,Liam,64,HR,40945,2009-01-25,10,No,Office,Full-time
11317,Charlie,44,IT,100860,2017-03-02,2,No,Remote,Full-time
11318,Bob,25,Sales,144620,2017-12-18,6,No,Remote,Full-time
11319,Aiden,50,Marketing,52679,2003-12-23,5,No,Hybrid,Full-time
11320,Liam,36,Marketing,85389,2011-06-02,5,No,Office,Contract
11321,Alice,22,IT,40973,2019-05-30,10,No,Remote,Full-time
11322,Mason,51,HR,140727,2006-10-07,6,No,Remote,Full-time
11323,Charlie,50,Sales,195051,2008-05-28,8,No,Hybrid,Full-time
11324,Bob,41,Marketing,170597,2006-09-10,5,Yes,Hybrid,Full-time
11325,Charlie,54,Marketing,195685,2012-08-30,8,No,Office,Contract
11326,Emma,62,HR,173752,2003-09-08,5,No,Remote,Contract
11327,Mason,57,IT,175383,2004-11-21,10,Yes,Office,Contract
11328,Aiden,43,Finance,128120,2018-08-23,6,No,Office,Part-time
11329,Liam,34,Engineering,118102,2019-05-02,8,No,Office,Part-time
11330,Liam,28,Sales,99063,2014-09-19,2,Yes,Hybrid,Contract
11331,Liam,29,Marketing,169076,2015-07-15,7,No,Office,Part-time
11332,Mason,49,Engineering,60951,2009-01-13,3,Yes,Office,Contract
11333,Alice,64,Engineering,39558,2023-04-21,9,No,Office,Full-time
11334,David,30,Finance,191141,2013-01-18,10,No,Hybrid,Contract
11335,Sophia,46,Engineering,30642,2014-09-09,7,Yes,Hybrid,Contract
11336,Olivia,37,HR,196060,2015-12-07,3,No,Remote,Part-time
11337,Bob,31,IT,153905,2009-01-12,8,No,Hybrid,Contract
11338,Alice,32,Sales,85844,2023-03-16,10,No,Hybrid,Full-time
11339,Aiden,52,HR,148629,2006-01-01,2,No,Office,Contract
11340,Bob,33,IT,169038,2004-03-06,10,Yes,Remote,Contract
11341,Liam,52,HR,71711,2007-04-30,8,No,Hybrid,Contract
11342,Charlie,35,Marketing,161052,2005-10-23,7,No,Remote,Contract
11343,Aiden,53,Marketing,166742,2008-11-03,5,No,Office,Part-time
11344,Bob,38,Finance,72390,2015-10-20,4,Yes,Hybrid,Part-time
11345,Liam,56,HR,37127,2022-05-30,10,No,Office,Part-time
11346,Bob,22,Engineering,64700,2009-08-01,10,No,Office,Contract
11347,Charlie,50,Marketing,64109,2015-02-06,1,No,Remote,Full-time
11348,Liam,25,IT,41090,2004-01-18,4,Yes,Hybrid,Part-time
11349,David,44,Finance,153421,2011-04-03,6,No,Remote,Full-time
11350,Alice,49,Engineering,94595,2003-08-05,6,Yes,Office,Part-time
11351,Emma,37,Sales,180345,2023-10-10,2,No,Hybrid,Full-time
11352,Olivia,33,HR,72869,2003-11-15,9,No,Office,Contract
11353,Mason,42,Marketing,107049,2007-10-26,1,Yes,Remote,Contract
11354,Olivia,38,Engineering,138632,2005-03-06,4,No,Remote,Part-time
11355,Aiden,61,IT,179169,2006-04-11,4,No,Office,Full-time
11356,Olivia,34,HR,119185,2017-08-02,2,Yes,Remote,Contract
11357,Liam,53,IT,93499,2004-11-21,8,No,Remote,Contract
11358,David,58,Finance,177392,2009-12-20,2,No,Office,Contract
11359,Emma,36,Marketing,82741,2004-03-15,2,No,Hybrid,Part-time
11360,Alice,33,Marketing,43502,2003-09-23,2,Yes,Hybrid,Full-time
11361,Alice,36,Finance,105657,2003-06-25,1,No,Hybrid,Part-time
11362,Charlie,55,IT,163465,2019-09-18,5,No,Office,Full-time
11363,Mason,27,HR,35232,2003-12-01,4,No,Office,Part-time
11364,Bob,38,IT,129599,2023-01-19,2,Yes,Remote,Contract
11365,David,41,HR,131058,2012-09-15,1,No,Hybrid,Full-time
11366,Bob,30,Engineering,187852,2014-04-30,1,No,Remote,Part-time
11367,Emma,26,Finance,78699,2018-11-11,2,No,Office,Contract
11368,Olivia,44,Sales,77402,2004-10-27,1,Yes,Hybrid,Contract
11369,Alice,54,HR,104882,2004-02-04,9,Yes,Office,Full-time
11370,Emma,59,Marketing,90675,2015-03-28,2,No,Remote,Part-time
11371,Olivia,35,Engineering,155178,2009-03-16,3,No,Remote,Contract
11372,Alice,38,Marketing,139097,2018-06-06,9,No,Office,Full-time
11373,Olivia,40,Engineering,159016,2023-09-22,5,No,Office,Full-time
11374,Mason,54,Marketing,169407,2005-05-17,8,No,Hybrid,Contract
11375,David,22,IT,186906,2007-02-06,7,Yes,Office,Part-time
11376,Aiden,34,IT,103259,2021-11-04,6,No,Remote,Full-time
11377,Emma,48,IT,197398,2008-12-19,2,No,Remote,Contract
11378,Emma,27,Engineering,66662,2015-05-08,4,No,Office,Contract
11379,Sophia,27,Engineering,151442,2018-07-28,9,No,Office,Contract
11380,Liam,54,Marketing,120781,2024-02-24,7,No,Hybrid,Part-time
11381,Mason,51,HR,168873,2015-06-13,3,No,Remote,Part-time
11382,Mason,56,Engineering,111050,2011-04-12,6,No,Remote,Full-time
11383,Bob,44,Marketing,163269,2004-09-02,8,No,Remote,Full-time
11384,Olivia,31,HR,188128,2020-09-10,8,No,Office,Contract
11385,Liam,40,IT,154490,2019-03-21,8,No,Remote,Full-time
11386,David,49,Engineering,161936,2005-11-29,8,No,Office,Contract
11387,David,44,Sales,41419,2013-07-25,10,No,Hybrid,Full-time
11388,Mason,25,IT,64842,2020-09-20,6,Yes,Office,Part-time
11389,David,41,Finance,195631,2017-09-20,10,Yes,Hybrid,Part-time
11390,Sophia,40,HR,147841,2023-10-23,3,No,Hybrid,Contract
11391,Emma,63,Sales,125446,2019-08-05,9,No,Office,Full-time
11392,Charlie,48,IT,92385,2017-06-27,3,No,Hybrid,Full-time
11393,Aiden,55,Engineering,37546,2012-03-06,4,No,Office,Full-time
11394,Bob,25,Sales,92753,2021-05-04,10,No,Remote,Contract
11395,Olivia,59,Marketing,114815,2020-08-24,1,Yes,Office,Full-time
11396,Aiden,28,HR,65948,2012-08-25,2,No,Hybrid,Part-time
11397,Olivia,28,Finance,59433,2019-10-01,6,No,Hybrid,Full-time
11398,Alice,47,Marketing,116430,2021-09-19,1,Yes,Remote,Part-time
11399,Aiden,47,Sales,129603,2004-11-01,9,No,Office,Full-time
11400,Charlie,40,IT,70786,2015-11-24,8,Yes,Remote,Contract
11401,Mason,30,HR,129856,2011-12-25,2,No,Hybrid,Contract
11402,Sophia,41,Engineering,183057,2011-02-21,2,No,Office,Full-time
11403,Emma,63,Finance,110439,2010-03-04,8,No,Hybrid,Full-time
11404,Emma,37,IT,175756,2023-09-19,8,No,Office,Part-time
11405,Sophia,38,Finance,187636,2018-02-25,1,Yes,Remote,Contract
11406,Liam,43,Engineering,45706,2011-01-24,5,No,Remote,Full-time
11407,Alice,34,HR,46287,2023-09-15,2,No,Hybrid,Contract
11408,Olivia,33,Sales,110927,2021-02-08,1,No,Remote,Contract
11409,Charlie,31,Finance,129977,2010-06-29,3,No,Remote,Full-time
11410,David,22,HR,102400,2023-10-16,3,No,Hybrid,Full-time
11411,Aiden,53,Finance,85496,2022-02-24,10,Yes,Hybrid,Full-time
11412,Alice,51,IT,138968,2021-06-02,9,No,Hybrid,Full-time
11413,Aiden,29,Finance,30353,2022-05-27,10,No,Office,Part-time
11414,Charlie,42,IT,194572,2020-11-06,1,No,Hybrid,Full-time
11415,Bob,43,IT,69453,2006-01-26,2,Yes,Office,Part-time
11416,Bob,39,HR,185906,2024-01-07,9,No,Hybrid,Full-time
11417,Alice,23,Marketing,48532,2018-03-05,5,Yes,Office,Contract
11418,Mason,30,Engineering,70474,2006-04-01,9,No,Hybrid,Full-time
11419,Charlie,24,Finance,69928,2021-02-11,6,No,Office,Part-time
11420,Charlie,47,Sales,199345,2010-01-25,10,No,Remote,Full-time
11421,Sophia,42,IT,30782,2009-10-30,10,Yes,Hybrid,Full-time
11422,Mason,51,Marketing,138738,2016-07-26,3,No,Hybrid,Contract
11423,Olivia,49,IT,177846,2012-04-14,8,No,Office,Contract
11424,Olivia,57,Marketing,144286,2004-01-05,9,No,Remote,Part-time
11425,David,47,Marketing,91664,2005-11-22,2,No,Remote,Full-time
11426,Emma,55,Sales,192912,2017-02-21,9,Yes,Office,Full-time
11427,Bob,29,Marketing,181898,2015-12-24,4,No,Hybrid,Contract
11428,Olivia,31,Sales,103772,2010-01-03,8,No,Remote,Part-time
11429,Mason,64,HR,127465,2018-09-13,5,Yes,Hybrid,Full-time
11430,Charlie,35,IT,194478,2017-06-22,6,No,Office,Part-time
11431,Olivia,61,Sales,197035,2006-01-25,4,No,Hybrid,Part-time
11432,Charlie,36,Engineering,106469,2016-02-03,5,No,Remote,Part-time
11433,Olivia,38,IT,174049,2012-01-04,1,No,Office,Contract
11434,Bob,39,Engineering,81336,2008-03-16,3,No,Remote,Contract
11435,Aiden,53,Finance,93208,2006-06-22,4,No,Hybrid,Full-time
11436,Olivia,59,Engineering,58019,2015-11-17,1,No,Hybrid,Part-time
11437,Mason,44,HR,65561,2023-03-01,3,No,Office,Part-time
11438,Olivia,44,Finance,141668,2016-09-01,4,No,Remote,Part-time
11439,Emma,56,Finance,116832,2016-03-15,9,No,Remote,Full-time
11440,Bob,60,Marketing,69292,2018-05-24,3,No,Remote,Full-time
11441,Mason,36,Engineering,98494,2017-08-05,3,No,Office,Part-time
11442,Sophia,45,Marketing,93441,2018-08-28,4,No,Hybrid,Part-time
11443,Mason,49,Engineering,197851,2006-12-17,9,No,Hybrid,Part-time
11444,Emma,37,Finance,175106,2005-11-29,9,Yes,Hybrid,Full-time
11445,Aiden,37,Marketing,95954,2007-05-09,1,No,Remote,Part-time
11446,Bob,61,IT,185365,2018-06-17,8,No,Office,Part-time
11447,Sophia,60,Engineering,88248,2004-01-20,10,Yes,Remote,Contract
11448,Emma,27,Engineering,143543,2005-02-12,1,No,Office,Part-time
11449,Emma,23,Marketing,194330,2010-02-07,2,No,Remote,Contract
11450,Alice,34,Engineering,96347,2012-05-19,10,No,Office,Part-time
11451,Bob,30,Finance,145580,2005-01-09,5,No,Remote,Contract
11452,Mason,55,Marketing,80307,2014-02-14,6,No,Remote,Contract
11453,Charlie,38,Marketing,75273,2010-10-23,2,Yes,Office,Full-time
11454,Aiden,48,Sales,127606,2006-07-27,10,No,Hybrid,Part-time
11455,Charlie,50,Sales,196474,2003-10-08,5,No,Hybrid,Part-time
11456,Mason,58,Finance,107032,2020-09-14,3,No,Office,Part-time
11457,Mason,64,IT,189398,2018-10-10,7,No,Office,Contract
11458,Bob,43,Engineering,185441,2015-12-27,1,Yes,Hybrid,Full-time
11459,Mason,45,HR,73139,2016-06-27,5,No,Remote,Contract
11460,Alice,28,Engineering,98309,2013-01-04,3,No,Hybrid,Contract
11461,Sophia,55,HR,139361,2010-07-05,2,No,Office,Contract
11462,Mason,33,Finance,118067,2009-05-10,3,Yes,Remote,Part-time
11463,Charlie,44,IT,46312,2018-01-28,10,No,Office,Contract
11464,Mason,36,IT,198928,2012-07-21,4,No,Hybrid,Contract
11465,Alice,54,IT,157951,2008-01-15,2,No,Remote,Full-time
11466,Olivia,34,Sales,104407,2012-03-17,2,No,Hybrid,Part-time
11467,Olivia,44,Finance,135088,2004-12-19,3,No,Hybrid,Full-time
11468,Emma,59,HR,44887,2012-02-21,2,No,Hybrid,Part-time
11469,Aiden,53,IT,114201,2019-12-17,6,No,Remote,Full-time
11470,David,56,Finance,188241,2010-10-12,2,No,Hybrid,Part-time
11471,Sophia,22,Engineering,182422,2014-02-12,1,No,Remote,Part-time
11472,Liam,26,HR,87354,2006-12-17,8,No,Hybrid,Contract
11473,Emma,34,Sales,120332,2015-09-01,10,Yes,Hybrid,Full-time
11474,Aiden,26,Marketing,148555,2017-01-04,4,No,Office,Part-time
11475,Olivia,53,HR,87801,2012-02-18,2,No,Hybrid,Contract
11476,Charlie,42,Engineering,41029,2013-08-22,4,Yes,Remote,Full-time
11477,Liam,45,HR,115925,2009-10-21,2,No,Office,Part-time
11478,Aiden,39,HR,132278,2010-12-28,5,No,Remote,Part-time
11479,Aiden,42,Marketing,30993,2012-02-04,7,No,Hybrid,Part-time
11480,Emma,31,IT,46247,2013-06-05,6,Yes,Office,Contract
11481,Liam,45,Engineering,65239,2021-08-21,2,No,Office,Full-time
11482,Bob,61,Marketing,89168,2003-05-08,4,No,Office,Part-time
11483,David,42,HR,121978,2006-08-14,8,No,Remote,Part-time
11484,Bob,46,Engineering,79953,2021-12-11,7,No,Office,Full-time
11485,Liam,44,Sales,76951,2022-03-25,7,Yes,Office,Full-time
11486,Bob,43,HR,177789,2023-11-29,4,No,Remote,Full-time
11487,Alice,25,Sales,54658,2003-09-18,1,No,Remote,Full-time
11488,Olivia,55,Finance,114228,2010-04-24,7,No,Remote,Part-time
11489,Alice,27,Sales,191980,2017-08-09,6,No,Hybrid,Contract
11490,Mason,49,HR,136252,2010-01-26,8,No,Remote,Full-time
11491,Bob,52,Marketing,151924,2009-03-03,5,No,Remote,Contract
11492,Mason,56,HR,103310,2004-02-26,8,No,Office,Contract
11493,Charlie,60,HR,33388,2018-08-22,10,No,Hybrid,Contract
11494,Sophia,63,Finance,139842,2006-04-29,8,No,Office,Full-time
11495,Charlie,44,IT,137427,2009-12-31,9,No,Remote,Contract
11496,Liam,27,HR,48772,2013-09-03,1,Yes,Remote,Contract
11497,Aiden,37,Finance,108567,2006-12-31,3,No,Office,Part-time
11498,Olivia,23,Marketing,185605,2023-11-25,6,No,Hybrid,Full-time
11499,Bob,45,Finance,64864,2018-12-04,4,No,Hybrid,Full-time
11500,Emma,38,Finance,108386,2011-02-02,8,Yes,Office,Full-time
11501,Sophia,22,Sales,108387,2018-09-28,10,No,Remote,Full-time
11502,David,27,IT,167829,2014-02-20,1,Yes,Hybrid,Full-time
11503,David,26,IT,170177,2017-09-24,5,No,Hybrid,Part-time
11504,David,50,Engineering,159075,2017-11-13,4,No,Office,Contract
11505,Bob,33,Marketing,92127,2016-12-25,1,No,Hybrid,Part-time
11506,David,60,Engineering,42246,2012-12-27,10,Yes,Remote,Contract
11507,Alice,24,Finance,89412,2021-12-30,6,No,Office,Full-time
11508,Sophia,22,Marketing,145564,2023-05-14,10,No,Hybrid,Part-time
11509,Alice,48,Marketing,149466,2023-01-04,3,No,Remote,Full-time
11510,Aiden,45,IT,194050,2015-06-20,5,No,Remote,Full-time
11511,Sophia,40,IT,107119,2018-07-18,6,No,Office,Contract
11512,Alice,29,IT,137514,2020-04-25,4,No,Office,Contract
11513,Sophia,23,HR,121662,2010-05-08,10,No,Remote,Contract
11514,Aiden,51,Finance,55605,2024-02-05,10,No,Remote,Part-time
11515,Mason,51,Marketing,108404,2007-10-23,6,No,Hybrid,Contract
11516,Bob,60,Finance,122621,2014-12-30,7,No,Hybrid,Full-time
11517,Bob,53,Marketing,191627,2019-04-29,2,No,Hybrid,Contract
11518,David,22,Marketing,92311,2020-07-17,7,No,Hybrid,Contract
11519,Charlie,59,Engineering,196616,2010-09-11,7,No,Hybrid,Contract
11520,David,34,Marketing,122191,2011-05-19,2,No,Office,Contract
11521,Liam,32,Marketing,71219,2015-11-06,3,No,Hybrid,Full-time
11522,Alice,31,Sales,62582,2009-09-26,3,No,Hybrid,Contract
11523,Sophia,47,Sales,54088,2016-12-21,1,No,Hybrid,Full-time
11524,Charlie,41,Engineering,106998,2003-07-02,1,No,Remote,Part-time
11525,Aiden,38,HR,33727,2018-01-31,10,No,Hybrid,Part-time
11526,Liam,38,IT,105657,2022-04-20,6,No,Office,Full-time
11527,Aiden,25,Marketing,198028,2013-01-01,9,No,Remote,Part-time
11528,Bob,26,Finance,143918,2017-02-01,9,Yes,Remote,Contract
11529,Bob,44,Sales,159163,2019-06-01,1,No,Hybrid,Contract
11530,David,31,IT,50230,2017-08-25,7,No,Remote,Contract
11531,Alice,49,HR,110427,2013-05-02,6,No,Hybrid,Part-time
11532,Charlie,54,IT,78657,2020-12-27,4,No,Hybrid,Full-time
11533,Olivia,64,Marketing,181996,2006-07-18,3,No,Hybrid,Part-time
11534,Liam,47,IT,60819,2006-08-14,9,No,Office,Part-time
11535,Liam,50,Marketing,107984,2016-11-04,10,No,Remote,Full-time
11536,David,48,Engineering,129968,2009-06-27,5,No,Remote,Full-time
11537,Bob,39,Sales,117386,2004-07-04,8,No,Remote,Part-time
11538,David,61,Sales,171141,2009-08-28,4,No,Remote,Part-time
11539,Sophia,31,Marketing,69347,2023-07-13,4,No,Remote,Full-time
11540,Charlie,63,Finance,94156,2014-01-26,6,No,Hybrid,Full-time
11541,Alice,26,Sales,164654,2015-12-16,6,No,Hybrid,Part-time
11542,Mason,31,Finance,119772,2023-05-25,3,No,Hybrid,Contract
11543,Emma,42,Marketing,98359,2004-04-12,2,Yes,Office,Contract
11544,Emma,45,Engineering,35005,2004-11-24,9,No,Office,Contract
11545,David,59,Marketing,158075,2022-09-09,2,No,Office,Full-time
11546,Sophia,24,Engineering,195270,2016-11-15,9,No,Office,Contract
11547,Charlie,61,Sales,135448,2006-11-05,8,No,Remote,Contract
11548,Olivia,52,Finance,175612,2017-03-07,10,No,Office,Full-time
11549,Emma,62,Marketing,117868,2015-11-28,7,No,Remote,Full-time
11550,Charlie,58,Sales,69385,2016-06-14,5,No,Remote,Full-time
11551,Alice,23,Engineering,32455,2018-10-25,3,Yes,Remote,Contract
11552,Aiden,23,Marketing,141077,2004-08-01,2,Yes,Hybrid,Contract
11553,Sophia,60,Engineering,113828,2004-04-29,8,No,Hybrid,Contract
11554,Bob,63,IT,162956,2005-07-06,2,Yes,Remote,Contract
11555,Charlie,55,Engineering,148096,2010-05-11,8,No,Office,Full-time
11556,Alice,63,IT,197951,2010-09-03,5,No,Remote,Contract
11557,Olivia,41,Sales,116753,2014-12-02,9,No,Hybrid,Full-time
11558,Mason,54,Marketing,102619,2019-08-11,4,No,Office,Part-time
11559,Bob,25,Sales,78745,2022-06-14,8,No,Hybrid,Part-time
11560,Mason,32,HR,111066,2015-10-13,7,Yes,Office,Part-time
11561,Olivia,63,Engineering,178388,2009-09-18,8,No,Hybrid,Contract
11562,Alice,26,Sales,37214,2005-05-16,5,No,Remote,Full-time
11563,Emma,46,Sales,196243,2022-08-19,2,No,Hybrid,Part-time
11564,Mason,58,IT,198862,2008-02-13,7,No,Office,Full-time
11565,Bob,55,Engineering,131629,2017-10-08,3,Yes,Hybrid,Contract
11566,David,30,IT,86362,2020-11-30,10,No,Office,Contract
11567,Liam,27,Marketing,67918,2019-05-16,10,No,Hybrid,Part-time
11568,Charlie,39,Sales,77003,2019-10-25,10,No,Hybrid,Part-time
11569,Emma,35,Engineering,38517,2011-08-18,10,No,Remote,Part-time
11570,Mason,40,Sales,110768,2022-05-06,2,No,Office,Contract
11571,Aiden,35,Marketing,39745,2003-12-24,3,No,Office,Contract
11572,Charlie,61,Finance,152140,2017-12-31,4,No,Remote,Part-time
11573,David,38,Marketing,93228,2021-03-01,10,Yes,Hybrid,Contract
11574,Olivia,56,IT,63892,2017-09-03,7,No,Office,Contract
11575,Liam,50,IT,122625,2022-09-24,10,No,Office,Part-time
11576,Alice,63,Sales,195539,2015-12-23,1,No,Office,Contract
11577,David,38,IT,148172,2010-10-13,6,No,Remote,Contract
11578,David,64,Engineering,113596,2009-08-17,6,No,Remote,Full-time
11579,Olivia,29,Marketing,162075,2006-03-20,8,No,Office,Full-time
11580,Sophia,22,Sales,155371,2015-10-21,2,Yes,Hybrid,Full-time
